application_id,checking_status,duration_months,credit_history,purpose,credit_amount,savings,employment_duration,installment_rate,personal_status,other_debtors,residence_years,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,outcome,default_flag,credit_amount_band,duration_band,age_band,automl_review_score,review_priority
APP-0278,< 0 DM,12,Existing paid duly,Furniture or equipment,1262,Unknown or none,>= 7 years,2,Male divorced,None,4,Building society savings or life insurance,49,None,Own,1,Unskilled resident,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,47,Medium review
APP-0279,No checking account,6,Existing paid duly,Furniture or equipment,4611,< 100 DM,< 1 year,1,Female divorced or married,None,4,Building society savings or life insurance,32,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",Up to 12 months,25 to 34,52,Medium review
APP-0280,No checking account,24,Existing paid duly,Radio or television,1901,100 to 500 DM,1 to 4 years,4,Male single,None,4,Car or other property,29,None,Rent,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,43,Medium review
APP-0281,No checking account,15,Critical or other credit,Used car,3368,>= 1000 DM,>= 7 years,3,Male single,None,4,Unknown or no property,23,None,Rent,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,33,Low review
APP-0282,No checking account,12,Existing paid duly,Furniture or equipment,1574,< 100 DM,1 to 4 years,4,Male single,None,2,Real estate,50,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,50+,40,Medium review
APP-0283,>= 200 DM,18,All paid at this bank,Radio or television,1445,Unknown or none,4 to 7 years,4,Male single,None,4,Car or other property,49,Bank,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,35 to 49,40,Medium review
APP-0284,No checking account,15,Critical or other credit,Furniture or equipment,1520,Unknown or none,>= 7 years,4,Male single,None,4,Building society savings or life insurance,63,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,50+,30,Low review
APP-0285,0 to 200 DM,24,Critical or other credit,New car,3878,100 to 500 DM,< 1 year,4,Male divorced,None,2,Car or other property,37,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,55,Medium review
APP-0286,< 0 DM,47,Existing paid duly,New car,10722,< 100 DM,< 1 year,1,Female divorced or married,None,1,Real estate,35,None,Own,1,Unskilled resident,1,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,35 to 49,91,High review
APP-0287,< 0 DM,48,Existing paid duly,Used car,4788,< 100 DM,4 to 7 years,4,Male single,None,3,Building society savings or life insurance,26,None,Own,1,Skilled employee,2,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",More than 36 months,25 to 34,84,High review
APP-0288,0 to 200 DM,48,Past delay,Other,7582,100 to 500 DM,Unemployed,2,Male single,None,4,Unknown or no property,31,None,For free,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",More than 36 months,25 to 34,93,High review
APP-0289,0 to 200 DM,12,Existing paid duly,Radio or television,1092,< 100 DM,1 to 4 years,4,Female divorced or married,Guarantor,4,Real estate,49,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,50,Medium review
APP-0290,< 0 DM,24,Past delay,Radio or television,1024,< 100 DM,< 1 year,4,Male married or widowed,None,4,Real estate,48,Stores,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,35 to 49,83,High review
APP-0291,No checking account,12,Existing paid duly,Business,1076,< 100 DM,1 to 4 years,2,Male married or widowed,None,2,Real estate,26,None,Own,1,Skilled employee,1,Phone registered,Not foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,40,Medium review
APP-0292,0 to 200 DM,36,Existing paid duly,Used car,9398,< 100 DM,< 1 year,1,Male married or widowed,None,4,Car or other property,28,None,Rent,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",25 to 36 months,25 to 34,80,High review
APP-0293,< 0 DM,24,Critical or other credit,Used car,6419,< 100 DM,>= 7 years,2,Female divorced or married,None,4,Unknown or no property,44,None,For free,2,Management or highly qualified,2,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,66,High review
APP-0294,>= 200 DM,42,Critical or other credit,Used car,4796,< 100 DM,>= 7 years,4,Male single,None,4,Unknown or no property,56,None,For free,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",More than 36 months,50+,56,Medium review
APP-0295,No checking account,48,Critical or other credit,Business,7629,Unknown or none,>= 7 years,4,Male divorced,None,2,Car or other property,46,Bank,Own,2,Management or highly qualified,2,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",More than 36 months,35 to 49,44,Medium review
APP-0296,0 to 200 DM,48,Existing paid duly,Furniture or equipment,9960,< 100 DM,< 1 year,1,Female divorced or married,None,2,Car or other property,26,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",More than 36 months,25 to 34,85,High review
APP-0297,No checking account,12,Existing paid duly,Used car,4675,Unknown or none,< 1 year,1,Female divorced or married,None,4,Car or other property,20,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",Up to 12 months,< 25,48,Medium review
APP-0298,No checking account,10,Existing paid duly,New car,1287,Unknown or none,>= 7 years,4,Male single,Co-applicant,2,Building society savings or life insurance,45,None,Own,1,Unskilled resident,1,No phone,Not foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,23,Low review
APP-0299,No checking account,18,Existing paid duly,Furniture or equipment,2515,< 100 DM,1 to 4 years,3,Male single,None,4,Real estate,43,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,45,Medium review
APP-0300,0 to 200 DM,21,Critical or other credit,Furniture or equipment,2745,>= 1000 DM,4 to 7 years,3,Male single,None,2,Car or other property,32,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,45,Medium review
APP-0301,No checking account,6,Existing paid duly,New car,672,< 100 DM,Unemployed,1,Female divorced or married,None,4,Real estate,54,None,Own,1,Unemployed or unskilled nonresident,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,44,Medium review
APP-0302,0 to 200 DM,36,No prior credit,Radio or television,3804,< 100 DM,1 to 4 years,4,Female divorced or married,None,1,Car or other property,42,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,35 to 49,76,High review
APP-0303,>= 200 DM,24,Critical or other credit,New car,1344,Unknown or none,4 to 7 years,4,Male single,None,2,Real estate,37,Bank,Own,2,Unskilled resident,2,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,35 to 49,32,Low review
APP-0304,< 0 DM,10,Critical or other credit,New car,1038,< 100 DM,4 to 7 years,4,Male single,Co-applicant,3,Building society savings or life insurance,49,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,55,Medium review
APP-0305,No checking account,48,Critical or other credit,New car,10127,500 to 1000 DM,1 to 4 years,2,Male single,None,2,Unknown or no property,44,Bank,For free,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,">= 8,000 DM",More than 36 months,35 to 49,51,Medium review
APP-0306,No checking account,6,Existing paid duly,Furniture or equipment,1543,>= 1000 DM,1 to 4 years,4,Male divorced,None,2,Real estate,33,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,31,Low review
APP-0307,No checking account,30,Existing paid duly,Used car,4811,Unknown or none,4 to 7 years,2,Female divorced or married,None,4,Building society savings or life insurance,24,Stores,Rent,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,< 25,51,Medium review
APP-0308,< 0 DM,12,Existing paid duly,Radio or television,727,100 to 500 DM,< 1 year,4,Male married or widowed,None,3,Unknown or no property,33,None,Own,1,Unskilled resident,1,Phone registered,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,25 to 34,62,High review
APP-0309,0 to 200 DM,8,Existing paid duly,Furniture or equipment,1237,< 100 DM,1 to 4 years,3,Female divorced or married,None,4,Real estate,24,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,< 25,58,Medium review
APP-0310,0 to 200 DM,9,Existing paid duly,New car,276,< 100 DM,1 to 4 years,4,Male married or widowed,None,4,Real estate,22,None,Rent,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,< 25,58,Medium review
APP-0311,0 to 200 DM,48,Existing paid duly,Other,5381,Unknown or none,Unemployed,3,Male single,None,4,Unknown or no property,40,Bank,For free,1,Unemployed or unskilled nonresident,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",More than 36 months,35 to 49,73,High review
APP-0312,No checking account,24,Existing paid duly,Furniture or equipment,5511,100 to 500 DM,1 to 4 years,4,Male single,None,1,Car or other property,25,Stores,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,25 to 34,47,Medium review
APP-0313,>= 200 DM,24,Existing paid duly,Furniture or equipment,3749,< 100 DM,< 1 year,2,Female divorced or married,None,4,Car or other property,26,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,57,Medium review
APP-0314,0 to 200 DM,12,Existing paid duly,New car,685,< 100 DM,4 to 7 years,2,Male married or widowed,None,3,Car or other property,25,Bank,Own,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,25 to 34,51,Medium review
APP-0315,>= 200 DM,4,Existing paid duly,New car,1494,Unknown or none,< 1 year,1,Male single,None,2,Real estate,29,None,Own,1,Unskilled resident,2,No phone,Not foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,40,Medium review
APP-0316,< 0 DM,36,All paid at this bank,Furniture or equipment,2746,< 100 DM,>= 7 years,4,Male single,None,4,Car or other property,31,Bank,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,25 to 34,79,High review
APP-0317,< 0 DM,12,Existing paid duly,Furniture or equipment,708,< 100 DM,1 to 4 years,2,Male single,Guarantor,3,Building society savings or life insurance,38,None,Own,1,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,60,High review
APP-0318,0 to 200 DM,24,Existing paid duly,Furniture or equipment,4351,Unknown or none,1 to 4 years,1,Female divorced or married,None,4,Building society savings or life insurance,48,None,Own,1,Unskilled resident,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,55,Medium review
APP-0319,No checking account,12,Critical or other credit,Education,701,< 100 DM,1 to 4 years,4,Male single,None,2,Car or other property,32,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,38,Medium review
APP-0320,< 0 DM,15,Past delay,Furniture or equipment,3643,< 100 DM,>= 7 years,1,Female divorced or married,None,4,Building society savings or life insurance,27,None,Own,2,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,82,High review
APP-0321,0 to 200 DM,30,Critical or other credit,New car,4249,< 100 DM,Unemployed,4,Male married or widowed,None,2,Car or other property,28,None,Own,2,Management or highly qualified,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,25 to 34,78,High review
APP-0322,< 0 DM,24,Existing paid duly,Radio or television,1938,< 100 DM,< 1 year,4,Male divorced,None,3,Building society savings or life insurance,32,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,77,High review
APP-0323,< 0 DM,24,Existing paid duly,Used car,2910,< 100 DM,4 to 7 years,2,Male single,None,1,Unknown or no property,34,None,For free,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,70,High review
APP-0324,< 0 DM,18,Existing paid duly,Furniture or equipment,2659,>= 1000 DM,1 to 4 years,4,Male single,None,2,Car or other property,28,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,60,High review
APP-0325,No checking account,18,Critical or other credit,New car,1028,< 100 DM,1 to 4 years,4,Female divorced or married,None,3,Real estate,36,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,35 to 49,39,Medium review
APP-0326,< 0 DM,8,Critical or other credit,New car,3398,< 100 DM,4 to 7 years,1,Male single,None,4,Real estate,39,None,Own,2,Unskilled resident,1,No phone,Not foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,59,Medium review
APP-0327,No checking account,12,Critical or other credit,Furniture or equipment,5801,Unknown or none,>= 7 years,2,Male single,None,4,Building society savings or life insurance,49,None,Rent,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",Up to 12 months,35 to 49,29,Low review
APP-0328,No checking account,24,Existing paid duly,New car,1525,>= 1000 DM,4 to 7 years,4,Female divorced or married,None,3,Car or other property,34,None,Own,1,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,33,Low review
APP-0329,>= 200 DM,36,Existing paid duly,Radio or television,4473,< 100 DM,>= 7 years,4,Male single,None,2,Car or other property,31,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,57,Medium review
APP-0330,0 to 200 DM,6,Existing paid duly,Radio or television,1068,< 100 DM,>= 7 years,4,Male single,None,4,Car or other property,28,None,Own,1,Skilled employee,2,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,49,Medium review
APP-0331,< 0 DM,24,Critical or other credit,Used car,6615,< 100 DM,Unemployed,2,Male single,None,4,Unknown or no property,75,None,For free,2,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,50+,79,High review
APP-0332,No checking account,18,Critical or other credit,Education,1864,100 to 500 DM,1 to 4 years,4,Female divorced or married,None,2,Real estate,30,None,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,41,Medium review
APP-0333,0 to 200 DM,60,Existing paid duly,New car,7408,100 to 500 DM,< 1 year,4,Female divorced or married,None,2,Building society savings or life insurance,24,None,Own,1,Management or highly qualified,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",More than 36 months,< 25,79,High review
APP-0334,No checking account,48,Critical or other credit,Used car,11590,100 to 500 DM,1 to 4 years,2,Female divorced or married,None,4,Car or other property,24,Bank,Rent,2,Unskilled resident,1,No phone,Foreign worker,Default risk,1,">= 8,000 DM",More than 36 months,< 25,63,High review
APP-0335,< 0 DM,24,No prior credit,Furniture or equipment,4110,< 100 DM,>= 7 years,3,Male single,None,4,Unknown or no property,23,Bank,Rent,2,Skilled employee,2,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,< 25,88,High review
APP-0336,< 0 DM,6,Critical or other credit,Furniture or equipment,3384,< 100 DM,1 to 4 years,1,Male divorced,None,4,Real estate,44,None,Rent,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",Up to 12 months,35 to 49,62,High review
APP-0337,0 to 200 DM,13,Existing paid duly,Radio or television,2101,< 100 DM,< 1 year,2,Female divorced or married,Guarantor,4,Building society savings or life insurance,23,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,71,High review
APP-0338,< 0 DM,15,Existing paid duly,Domestic appliances,1275,Unknown or none,1 to 4 years,4,Female divorced or married,None,2,Car or other property,24,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,< 25,65,High review
